,agency,station_name,charger_types,no_of_ports,street,city,postcode,borough,public_charger_,fee_for_city_drivers,latitude,longitude,community_district,council_district,census_tract,bin,bbl,nta,station_id,geometry
285,DSNY,"DSNY - 5100 1St Ave, Brooklyn",['Level 2 Charger'],2,5100 1St Ave,Brooklyn,11232,Brooklyn,No,No,40.649977,-74.02012,307.0,38.0,1803.0,3332515.0,3008030005.0,BK0702,urn:agentwin:city:ev-charging-station:71cf13301fa7fcb53ee10b48726cffa50e2b44745c2a14471c0ca5c6ab79f73f,POINT (-74.02012 40.649977)
286,DSNY,"DSNY - 1824 Shore Parkway, Brooklyn","['EV Solar Arc Charger', 'Level 2 Charger']",8,1824 Shore Parkway,Brooklyn,11214,Brooklyn,No,No,40.591314,-73.994488,311.0,47.0,304.0,3378180.0,3069430030.0,BK1103,urn:agentwin:city:ev-charging-station:55b20dc0a58783c6279921579ffb90576e44ddba6a92238820892fa28b52e328,POINT (-73.994488 40.591314)
287,DSNY,"DSNY - 5602 19th Ave, Brooklyn","['EV Solar Arc Charger', 'Level 2 Charger']",4,5602 19th Ave,Mapleton,11204,Brooklyn,No,No,40.622889,-73.982824,312.0,44.0,468.0,3328495.0,3054940089.0,BK1204,urn:agentwin:city:ev-charging-station:ab06a0d6a780a55073cb7aa80683954ac46c9e66938d75c08dd3c1b638e75374,POINT (-73.982824 40.622889)
288,DSNY,"DSNY - 2012 Neptune Ave, Brooklyn",['EV Solar Arc Charger'],1,2012 Neptune Ave,Brooklyn,11224,Brooklyn,No,No,40.578665,-73.987588,313.0,47.0,326.0,3387557.0,3070180007.0,BK1302,urn:agentwin:city:ev-charging-station:7cf4bb5963cdc31fc47ad55a9eafa3d81749a0100459dbe7901aab5a2ebcce6e,POINT (-73.987588 40.578665)
289,DSNY,"DSNY - 1397 Ralph Ave, Brooklyn",['Level 2 Charger'],2,1397 Ralph Ave,Canarsie,11236,Brooklyn,No,No,40.642674,-73.919717,318.0,42.0,960.0,3221978.0,3079180145.0,BK1803,urn:agentwin:city:ev-charging-station:6db1eb8d3b71900cf792be501e4c47ef1f34a9660f49bb2261881724734c6086,POINT (-73.919717 40.642674)
290,DSNY,"DSNY - 50 Wortman Ave, Brooklyn",['Level 3 Fast Charger'],2,50 Wortman Ave,Brooklyn,11207,Brooklyn,No,No,40.654488,-73.890676,305.0,42.0,1104.0,3097871.0,3043880001.0,BK0503,urn:agentwin:city:ev-charging-station:97e2c4d3263d3e67c81dea995e81d9fce0bf8c041ff1e4b14d9333c8db3bc339,POINT (-73.890676 40.654488)
291,DSNY,"DSNY - 10502 Avenue D, Brooklyn","['Level 2 Charger', 'Level 3 Fast Charger']",3,10502 Avenue D,Brooklyn,11236,Brooklyn,No,No,40.653831,-73.901511,318.0,42.0,1098.0,3256921.0,3081380001.0,BK0503,urn:agentwin:city:ev-charging-station:c2c439dd462d296c7cd1cb5afa0c02933ecb31bb7c98045ff5f1be6aff6cf358,POINT (-73.901511 40.653831)
292,DSNY,"DSNY - 105-01 Foster Ave, Brooklyn","['Level 2 Charger', 'Level 3 Fast Charger']",4,105-01 Foster Ave,Brooklyn,11236,Brooklyn,No,No,40.627727,-73.976281,314.0,40.0,480.0,3398029.0,3054260001.0,BK1402,urn:agentwin:city:ev-charging-station:307e75e7cb58e2267ea312357804cd0ddb97cd6af190dcde93157619c9a76c9c,POINT (-73.976281 40.627727)
293,DSNY,"DSNY - 110 E 131st St, Manhattan",['Level 2 Charger'],8,110 E 131st St,New York,10037,Manhattan,No,No,40.808657,-73.935809,111.0,9.0,242.0,1054511.0,1017790001.0,MN1102,urn:agentwin:city:ev-charging-station:302dfe2de0e3a213098a42d87f68619e5e9f92040f2714dd6b61eebdcaccf491,POINT (-73.935809 40.808657)
294,DSNY,"DSNY - 650 Casanova St, Bronx",['Level 2 Charger'],2,650 Casanova St,West Bronx,10474,Bronx,No,No,40.812786,-73.889857,202.0,17.0,9301.0,2006621.0,2027650177.0,BX0201,urn:agentwin:city:ev-charging-station:67d26548356c4a50dbccbf6e460d724988a8529c7e4bd0e58922a2d9f291b176,POINT (-73.889857 40.812786)
295,DSNY,"DSNY - 525 Johnson Ave, Brooklyn",['Level 2 Charger'],4,525 Johnson Ave,East Williamsburg,11237,Brooklyn,No,No,40.708726,-73.926318,301.0,34.0,44902.0,3070584.0,3029870016.0,BK0104,urn:agentwin:city:ev-charging-station:ff5f5c0328278523cb22dc9a5409814f17fca65d444421c7e48683793b5e31b8,POINT (-73.926318 40.708726)
296,DSNY,"DSNY - 1331 Cromwell Ave, Bronx",['Level 2 Charger'],1,1331 Cromwell Ave,Bronx,10452,Bronx,No,No,40.839273,-73.920629,204.0,16.0,219.0,2008640.0,2028710077.0,BX0403,urn:agentwin:city:ev-charging-station:a17155509df6482a3c54e2fe5391c7f1c31a6e2db7fb0601e79c2fb95bbb27f2,POINT (-73.920629 40.839273)
297,DSNY,"DSNY - 465 Hamilton Ave, Brooklyn",['Level 2 Charger'],2,465 Hamilton Ave,Gowanus,11232,Brooklyn,No,No,40.669156,-73.996907,306.0,38.0,11902.0,3023562.0,3010380001.0,BK0601,urn:agentwin:city:ev-charging-station:85240fc004e3cea63fdcc9b86042fd11596c3f1a80ad1ac9a1984baeec9d057f,POINT (-73.996907 40.669156)
298,DSNY,"DSNY - 800 E 176Th St, Bronx","['Level 2 Charger', 'Level 3 Fast Charger']",9,800 E 176Th St,Bronx,10460,Bronx,No,No,40.842053,-73.889504,206.0,15.0,367.0,2097277.0,2029530021.0,BX0602,urn:agentwin:city:ev-charging-station:1c2b66918ab43f362e7279ac3a98d6ac319b141c9cfe32f4de76d509d6adabdd,POINT (-73.889504 40.842053)
299,DSNY,"DSNY - 850 Zerega Ave, Bronx",['Level 2 Charger'],4,850 Zerega Ave,East Bronx,10473,Bronx,No,No,40.825144,-73.843139,209.0,18.0,90.0,2094841.0,2037020001.0,BX0903,urn:agentwin:city:ev-charging-station:de383f1fab307fa353d87ba66145585dbcd0147ca323ede9c3a3aa1bf2e7f83e,POINT (-73.843139 40.825144)
300,DSNY,"DSNY - 1635 E 233Rd St, Bronx",['Level 2 Charger'],8,1635 E 233Rd St,East Bronx,10475,Bronx,No,No,40.888188,-73.826903,212.0,12.0,456.0,2090261.0,2049740028.0,BX1202,urn:agentwin:city:ev-charging-station:c2590329ce02c509554e93d9275977c5b54777aaad58c66210d00d1947a7fe46,POINT (-73.826903 40.888188)
301,DSNY,"DSNY - 10601 Avenue D, Brooklyn",['Level 2 Charger'],4,10601 Avenue D,Brooklyn,11236,Brooklyn,No,No,40.654363,-73.900725,318.0,42.0,1098.0,3252759.0,3038710001.0,BK0503,urn:agentwin:city:ev-charging-station:f0f43ad3f51fcab63c422cf318e56cbb32230e985758a965b8d05272677bccc0,POINT (-73.900725 40.654363)
302,DSNY,"DSNY - 401 E 105th St, Brooklyn",['Level 2 Charger'],2,401 E 105th St,Canarsie,11236,Brooklyn,No,No,40.653513,-73.901371,318.0,42.0,1098.0,3256921.0,3081380001.0,BK0503,urn:agentwin:city:ev-charging-station:00ccc3beb0965612aea872beca68d73932281af2cf4baaeef5cc2e0c3ede8e36,POINT (-73.901371 40.653513)
303,DSNY,"DSNY - 50 Aviation Rd, Brooklyn",['EV Solar Arc Charger'],3,50 Aviation Rd,Brooklyn,11234,Brooklyn,No,No,40.591839,-73.882699,356.0,46.0,70202.0,3397818.0,3085910075.0,BK5691,urn:agentwin:city:ev-charging-station:5abe1a83273937237b866f7446472f23fc6c2e5415901df8ede46a1404325db6,POINT (-73.882699 40.591839)
304,DSNY,"DSNY - 80 Henry Street, Manhattan",['Level 2 Charger'],3,80 Henry Street,New York,10002,Manhattan,No,No,40.71307,-73.993821,103.0,1.0,8.0,1079607.0,1002750003.0,MN0301,urn:agentwin:city:ev-charging-station:ca867638b63758b66df564f796b2db9bcb98ddb40b4c30b5dcc5f989ca52a518,POINT (-73.993821 40.71307)
305,DSNY,"DSNY - 640 West 26Th Street, Manhattan","['Level 2 Charger', 'Level 3 Fast Charger']",9,640 West 26Th Street,New York,10001,Manhattan,No,No,40.751183,-74.006594,104.0,3.0,9901.0,1012267.0,1006700050.0,MN0401,urn:agentwin:city:ev-charging-station:8572c6a0db1874a91f05b90a7f244d3c03274d75274e7f03317d0386e09984b9,POINT (-74.006594 40.751183)
306,DSNY,"DSNY - 353 Spring St, Manhattan","['Level 2 Charger', 'Level 3 Fast Charger']",12,353 Spring St,New York,10013,Manhattan,No,No,40.726159,-74.010712,102.0,3.0,37.0,1089625.0,1005967501.0,MN0201,urn:agentwin:city:ev-charging-station:41a297847859cbf9307e61235994dc8802a79eaf9c75dede95825e2c13f41583,POINT (-74.010712 40.726159)
307,DSNY,"DSNY - 299 South St, Manhattan",['Level 3 Fast Charger'],4,299 South St,New York,10002,Manhattan,No,No,40.710508,-73.986196,103.0,1.0,201.0,1079600.0,1002410013.0,MN0301,urn:agentwin:city:ev-charging-station:6130e0217b51a1e59e3fc087586d282a48006446f44edce0bcdc65921159b6b5,POINT (-73.986196 40.710508)
308,DSNY,"DSNY - 1787 W Farms Rd, Bronx",['Level 2 Charger'],2,1787 W Farms Rd,Bronx,10460,Bronx,No,No,40.836086,-73.882066,203.0,17.0,161.0,2010955.0,2030150058.0,BX0303,urn:agentwin:city:ev-charging-station:804630000a8761cbc5330d28a2e971c1c6125ce2285094f60da201db5eb402bc,POINT (-73.882066 40.836086)
309,DSNY,"DSNY - 4036 9th Ave, Manhattan",['Level 2 Charger'],2,4036 9th Ave,New York,10034,Manhattan,No,No,40.869218,-73.913033,112.0,10.0,299.0,1082037.0,1022120001.0,MN1203,urn:agentwin:city:ev-charging-station:4bcca6c171ac409e09da5043f796b0e006cd47160bfc6c5d6e109faf59b9c70d,POINT (-73.913033 40.869218)
310,DSNY,"DSNY - 125 E 149th St, Bronx",['Level 2 Charger'],2,125 E 149th St,West Bronx,10451,Bronx,No,No,40.818987,-73.928909,204.0,8.0,6301.0,2001102.0,2023520028.0,BX0401,urn:agentwin:city:ev-charging-station:86816d640834796d24768cb4645075c5dd42c6a8c0b10431d7dad282a2c2ab72,POINT (-73.928909 40.818987)
311,DSNY,"DSNY - 1921 Park Ave, Manhattan",['Level 2 Charger'],2,1921 Park Ave,New York,10037,Manhattan,No,No,40.808361,-73.936604,111.0,9.0,242.0,1054511.0,1017790001.0,MN1102,urn:agentwin:city:ev-charging-station:66952b02e7dab526f1fb93bb01d237650d4609921ca4ef6f485f5e2531d7381d,POINT (-73.936604 40.808361)
312,DSNY,"DSNY - 110 E 130th St, Manhattan",['Level 2 Charger'],2,110 E 130th St,New York,10037,Manhattan,No,No,40.808023,-73.936268,111.0,9.0,242.0,1000000.0,1017780006.0,MN1102,urn:agentwin:city:ev-charging-station:356f9d51c09897f5a27fa0d6d5b3cb3255c48caf6e6905afefd6327808cdd8bf,POINT (-73.936268 40.808023)
313,DSNY,"DSNY - 217 E 127th St, Manhattan",['Level 2 Charger'],8,217 E 127th St,New York,10035,Manhattan,No,No,40.804756,-73.934281,111.0,8.0,242.0,1087849.0,1017920005.0,MN1102,urn:agentwin:city:ev-charging-station:fa4e72b981052d885b415353afadbea1610c6625bf0b6af6b29fe0a6c4552625,POINT (-73.934281 40.804756)
314,DSNY,"DSNY - 301 W 215 St, Manhattan","['Level 2 Charger', 'Level 3 Fast Charger']",4,301 W 215 St,New York,10034,Manhattan,No,No,40.868199,-73.911997,112.0,10.0,299.0,1064485.0,1021960001.0,MN1203,urn:agentwin:city:ev-charging-station:f7d6d1cc3ccbac91bf14a7a4cadffea6bf689d5b5729f5027cda33670420f9f8,POINT (-73.911997 40.868199)
315,DSNY,"DSNY - 34-28 21st St, Queens",['Level 3 Fast Charger'],2,34-28 21st St,Queens,11106,Queens,No,No,40.762336,-73.934464,401.0,26.0,43.0,4005787.0,4005230012.0,QN0105,urn:agentwin:city:ev-charging-station:06eaa8ca5b755899932fde2312667c117ea0764c1ba7f4a10344c21f7af48bc7,POINT (-73.934464 40.762336)
316,DSNY,"DSNY - 58-1 52 Rd, Queens",['Level 2 Charger'],1,58-1 52 Rd,Woodside,11377,Queens,No,No,40.734957,-73.909719,402.0,26.0,243.0,4054170.0,4023470055.0,QN0203,urn:agentwin:city:ev-charging-station:3239fcc736e236d2b74a7385d26a103dbd359fc6d8c0a021909a526315b1dad5,POINT (-73.909719 40.734957)
317,DSNY,"DSNY - 48-01 58 Rd, Queens","['Level 2 Charger', 'Level 3 Fast Charger']",11,48-01 58 Rd,Maspeth,11378,Queens,No,No,40.720249,-73.922845,405.0,26.0,219.0,4307983.0,4026000001.0,QN0501,urn:agentwin:city:ev-charging-station:bff540aa91a463da5851cf6c1399fe4cb411bb081ef6f4843ded10d6926bd4d3,POINT (-73.922845 40.720249)
318,DSNY,"DSNY - 120-15 31St Ave, Queens","['Level 2 Charger', 'Level 3 Fast Charger']",5,120-15 31St Ave,Flushing,11354,Queens,No,No,40.769692,-73.847197,407.0,19.0,907.0,4610396.0,4043460075.0,QN0701,urn:agentwin:city:ev-charging-station:b9b0aa1dc03cca0488947c4b478be2c0432c0fe4997f1dd495c82dd10c3ac92f,POINT (-73.847197 40.769692)
319,DSNY,"DSNY - 30-19 122Nd St, Queens",['Level 2 Charger'],7,30-19 122Nd St,Flushing,11354,Queens,No,No,40.770849,-73.846552,407.0,19.0,907.0,4570021.0,4043500001.0,QN0701,urn:agentwin:city:ev-charging-station:5306f6462540e412e2f5dfd1c8ae01b02f9c4c21edfae1664708c61dae32c6dc,POINT (-73.846552 40.770849)
320,DSNY,"DSNY - 13287 Atlantic Ave, Queens","['Level 2 Charger', 'Level 3 Fast Charger']",3,13287 Atlantic Ave,Queens,11418,Queens,No,No,40.69657,-73.816405,409.0,29.0,14202.0,,,QN0902,urn:agentwin:city:ev-charging-station:0cfa6fe2f116cff0fbb84bc0e09f20e2b2636d7d0120ad631b76806b1c24218e,POINT (-73.816405 40.69657)
321,DSNY,"DSNY - 133-20 Atlantic Ave, Queens",['Level 2 Charger'],2,133-20 Atlantic Ave,Queens,11418,Queens,No,No,40.696682,-73.81595,409.0,29.0,152.0,,,QN0903,urn:agentwin:city:ev-charging-station:c7f64f3ae9df951ebd6fffb7e2d68eb8892e0b66f48e75a0ec633ff79f1f981b,POINT (-73.81595 40.696682)
322,DSNY,"DSNY - 130-23 150Th Ave, Queens",['Level 2 Charger'],10,130-23 150Th Ave,Jamaica,11430,Queens,No,No,40.664778,-73.810159,410.0,28.0,84602.0,4257531.0,4118840001.0,QN1001,urn:agentwin:city:ev-charging-station:d75bff23260175da66e231ab10d6e4e872d25a739bebde503adff91f9f133554,POINT (-73.810159 40.664778)
323,DSNY,"DSNY - 153-67 146Th Ave, Queens",['Level 2 Charger'],4,153-67 146Th Ave,Jamaica,11434,Queens,No,No,40.664629,-73.784675,413.0,31.0,306.0,4433112.0,4150010073.0,QN1306,urn:agentwin:city:ev-charging-station:be9058ae8aec8119021e5f0bd38714925b2460017cbe859342c7608c8084b960,POINT (-73.784675 40.664629)
324,DSNY,"DSNY - 74-75 Douglaston Parkway, Queens",['Level 3 Fast Charger'],2,74-75 Douglaston Parkway,Queens,11362,Queens,No,No,40.743829,-73.734509,411.0,23.0,152901.0,,,QN1103,urn:agentwin:city:ev-charging-station:304298e54da4071f8bb3e3287005a12488483e2a0a658acdb14fa01f4e9f3b9b,POINT (-73.734509 40.743829)
325,DSNY,"DSNY - 51-10 Almeda Ave, Queens","['Level 2 Charger', 'Level 3 Fast Charger']",6,51-10 Almeda Ave,Far Rockaway,11691,Queens,No,No,40.597844,-73.782485,414.0,31.0,97207.0,4616024.0,4159800100.0,QN1491,urn:agentwin:city:ev-charging-station:dc7639638ad43962deb1f99bdeaf46906e86d55185dbd4119648a01d62093d34,POINT (-73.782485 40.597844)
326,DSNY,"DSNY - 52-07 58th St, Queens","['Level 2 Charger', 'Level 3 Fast Charger']",13,52-07 58th St,Woodside,11377,Queens,No,No,40.735462,-73.909675,402.0,26.0,243.0,4054170.0,4023470055.0,QN0203,urn:agentwin:city:ev-charging-station:77a172dbfbc8fee4f4cc4f57e40d5388a4b3b8bc9018cdb959ebe998c78258d0,POINT (-73.909675 40.735462)
327,DSNY,"DSNY - 2 Muldoon Ave, Staten Island",['Level 2 Charger'],1,2 Muldoon Ave,Staten Island,10314,Staten Island,No,No,40.575017,-74.196645,503.0,51.0,22801.0,5158124.0,5059000500.0,SI0391,urn:agentwin:city:ev-charging-station:ad54ef819825183432b6565f26542e86d60e456283b37ffc044d0a42d6608d17,POINT (-74.196645 40.575017)
328,DSNY,"DSNY - 1000 W. Service RD, Staten Island","['EV Solar Arc Charger', 'Level 2 Charger']",16,1000 W. Service RD,Staten Island,10314,Staten Island,No,No,40.571144,-74.195327,503.0,51.0,22801.0,5130986.0,5059000500.0,SI0391,urn:agentwin:city:ev-charging-station:da3b6492cb6aad7bd3f5b8def813caae3b13d371ec67fb55e2c3324c94f79e00,POINT (-74.195327 40.571144)
329,DSNY,"DSNY - 2538 Richmond Ave, Staten Island","['EV Solar Arc Charger', 'Level 3 Fast Charger']",3,2538 Richmond Ave,Staten Island,10314,Staten Island,No,No,40.586223,-74.168484,502.0,51.0,22802.0,,,SI0291,urn:agentwin:city:ev-charging-station:2ae2142f46e2731ec0c380875307a179fcbb1cfbaade37d33c796d6d11be5a5d,POINT (-74.168484 40.586223)
330,DSNY,"DSNY - 3 Muldoon Ave, Staten Island",['EV Solar Arc Charger'],6,3 Muldoon Ave,Staten Island,10314,Staten Island,No,No,40.575234,-74.196696,503.0,51.0,22801.0,5158125.0,5059000500.0,SI0391,urn:agentwin:city:ev-charging-station:5fa5b8e445224f0b5f7adb91ea99b28c0d22f1f33a280f2a9efc4f2eb964da9e,POINT (-74.196696 40.575234)
331,DSNY,"DSNY - 2500 Richmond Ave, Staten Island",['Level 2 Charger'],4,2500 Richmond Ave,Heartland Village,10314,Staten Island,No,No,40.586997,-74.168316,502.0,51.0,22802.0,5041599.0,5025200001.0,SI0291,urn:agentwin:city:ev-charging-station:db1362d5776b43e2c82928bb9db2387a68ffed87a8fc7120220a214bd16d84b8,POINT (-74.168316 40.586997)
332,DSNY,"DSNY - 450 West Service Road, Staten Island",['Level 2 Charger'],2,450 West Service Road,Staten Island,10314,Staten Island,No,No,40.583744,-74.193041,502.0,50.0,22802.0,5141714.0,5026850100.0,SI0291,urn:agentwin:city:ev-charging-station:9b1608b8bfea49cf8cd2ff9c1fda998edfc5b12596ce9950d4e87f30ad14af44,POINT (-74.193041 40.583744)
333,DSNY,"DSNY - 600 West Service Road, Staten Island",['EV Solar Arc Charger'],1,600 West Service Road,Travis - Chelsea,10314,Staten Island,No,No,40.583069,-74.192892,502.0,50.0,22802.0,5141714.0,5026850100.0,SI0291,urn:agentwin:city:ev-charging-station:e0979af6f4e05d862bfc4cee78e0d4211e17487b3091348231ae8859220dc0e0,POINT (-74.192892 40.583069)
334,FDNY,"FDNY - 48-34 35Th St, Queens",['Level 2 Charger'],3,48-34 35Th St,Long Island City,11101,Queens,No,No,40.740165,-73.930693,402.0,26.0,19901.0,4003451.0,4002540001.0,QN0202,urn:agentwin:city:ev-charging-station:7f1ed844ce3af9f7693d979c82acfc1f9c880a5db0924e5edd7bd83854f33a2b,POINT (-73.930693 40.740165)
335,FDNY,"FDNY - 48-58 35Th St, Queens",['Level 2 Charger'],1,48-58 35Th St,Long Island City,11101,Queens,No,No,40.740126,-73.9307,402.0,26.0,19901.0,4003451.0,4002540001.0,QN0202,urn:agentwin:city:ev-charging-station:6905825e8573edf6021162b3701e3d34551fb5e65e7fb011bbbe45fdb02c8ab2,POINT (-73.9307 40.740126)
336,FDNY,"FDNY - 35 Empire Blvd, Brooklyn",['Level 2 Charger'],1,35 Empire Blvd,Brooklyn,11205,Brooklyn,No,No,40.663276,-73.961227,355.0,35.0,177.0,3029669.0,3011830051.0,BK5591,urn:agentwin:city:ev-charging-station:8420c0afa9b82c5ed2225582754ec1e806e2259a578b4a844a4b939825686e28,POINT (-73.961227 40.663276)
337,FDNY,"FDNY - 418 A Weaver Ave, Queens",['Level 2 Charger'],1,418 A Weaver Ave,Queens,11359,Queens,No,No,40.793414,-73.775096,407.0,19.0,999.0,4459162.0,4059170001.0,QN0761,urn:agentwin:city:ev-charging-station:0957ae905834c00f32986bedc774fee31e93ee3c135ddc600cdf6239d6b48364,POINT (-73.775096 40.793414)
338,FDNY,"FDNY - 5600 1st Ave, Brooklyn",['Level 2 Charger'],2,5600 1st Ave,Brooklyn,11220,Brooklyn,No,No,40.646985,-74.022721,307.0,38.0,1803.0,3255737.0,3008190001.0,BK0702,urn:agentwin:city:ev-charging-station:dded177871bd858a974788418f38008cb30709dc8c70630a7e22a249e9908531,POINT (-74.022721 40.646985)
339,FDNY,"FDNY - 453 E 176th St, Bronx",['Level 2 Charger'],1,453 E 176th St,Bronx,10457,Bronx,No,No,40.846206,-73.899394,206.0,15.0,395.0,2009541.0,2029090040.0,BX0602,urn:agentwin:city:ev-charging-station:34daafa5c9a559e8bd22f725542a8f19d6bbf545323b4d9adfa233be52551359,POINT (-73.899394 40.846206)
340,FDNY,"FDNY - 1647 Washington Ave, Bronx",['Level 3 Fast Charger'],1,1647 Washington Ave,The Bronx,10457,Bronx,No,No,40.840839,-73.901556,203.0,15.0,167.0,2117924.0,2029050030.0,BX0302,urn:agentwin:city:ev-charging-station:bff352d7d0f261492e656897b4e106118d69d14ca64ba0356f30a339298e1db7,POINT (-73.901556 40.840839)
341,FDNY,"FDNY - 100 Duane Street, Manhattan",['Level 2 Charger'],1,100 Duane Street,New York,10007,Manhattan,No,No,40.715463,-74.005938,101.0,1.0,33.0,1001647.0,1001500025.0,MN0102,urn:agentwin:city:ev-charging-station:151db265e17e54187313bb4a976c6cead4d431f7f58c44a48ffdabcf4b6fddac,POINT (-74.005938 40.715463)
342,FDNY,"FDNY - Randalls Island Fire Academy, Manhattan",['Level 2 Charger'],2,Randalls Island Fire Academy,New York,10035,Manhattan,No,No,40.795535,-73.922671,111.0,8.0,240.0,1000000.0,1018190203.0,MN1191,urn:agentwin:city:ev-charging-station:eacdd5844ec1ba2e7980c0fdc9159aedbc02db1ac7434fb2ffc964ec31a62fa1,POINT (-73.922671 40.795535)
343,FDNY,"FDNY - 400 Murray Ave, Queens",['Level 2 Charger'],1,400 Murray Ave,Queens,11359,Queens,No,No,40.79273,-73.777616,407.0,19.0,999.0,4453917.0,4059170001.0,QN0761,urn:agentwin:city:ev-charging-station:f4686866c64fe5e2e6ce6aa511f4bf5ce0207f9ac6b6d0e11f4b4fce1763c760,POINT (-73.777616 40.79273)
344,FDNY,"FDNY - 402 Murray Ave, Queens",['Level 2 Charger'],2,402 Murray Ave,Queens,11359,Queens,No,No,40.79314,-73.777925,407.0,19.0,999.0,4539822.0,4059170001.0,QN0761,urn:agentwin:city:ev-charging-station:d9c9715a8b5e9145a4b4968546eb62c32697e2038012aecaa1d5894394791848,POINT (-73.777925 40.79314)
345,FDNY,"FDNY - 30-30 Review Ave, Queens",['Level 2 Charger'],2,30-30 Review Ave,Queens,11101,Queens,No,No,40.736818,-73.939753,402.0,26.0,19902.0,4003565.0,4002940173.0,QN0202,urn:agentwin:city:ev-charging-station:1268066d5b2d8b96566c54aeb6068ce1db69d00866f507b054a8a44c1ea840ef,POINT (-73.939753 40.736818)
346,FDNY,"FDNY - 9 Metrotech Center, Brooklyn",['Level 2 Charger'],10,9 Metrotech Center,Brooklyn,11201,Brooklyn,No,No,40.69486,-73.984674,302.0,33.0,1502.0,3058187.0,3020470011.0,BK0202,urn:agentwin:city:ev-charging-station:f4e5db4a69493e8984dcef1a7f3bdb5186ef2154538c03c9acabb5b1107f17c4,POINT (-73.984674 40.69486)
347,FDNY,"FDNY - 475 Brielle Ave, Staten Island",['Level 2 Charger'],2,475 Brielle Ave,Staten Island,10314,Staten Island,No,No,40.593273,-74.135732,502.0,50.0,27302.0,5134761.0,5019550001.0,SI0203,urn:agentwin:city:ev-charging-station:1cb21c4a3f7f97e2f2973dab9d5eefa3a1db3cf6819eedfd8d689f66a0e58d78,POINT (-74.135732 40.593273)
348,FDNY,"FDNY - 135-16 38th Ave, Queens",['Level 2 Charger'],1,135-16 38th Ave,Queens,11354,Queens,No,No,40.760328,-73.832112,407.0,20.0,871.0,4112309.0,4049750031.0,QN0707,urn:agentwin:city:ev-charging-station:680cacc574420c967bcae4fff4b04d850c86b2203344b2b324198b264e8d823e,POINT (-73.832112 40.760328)
349,HPD,"HPD - 701 Euclid Ave, Brooklyn",['Level 3 Fast Charger'],2,701 Euclid Ave,East New York,11208,Brooklyn,No,No,40.669676,-73.870515,305.0,42.0,120801.0,3098536.0,3044610001.0,BK0505,urn:agentwin:city:ev-charging-station:52cf1b344822402e5d9f024cf9dc1f9afc668cb1c47d4ef90ce83faf582d68f4,POINT (-73.870515 40.669676)
350,HRA,"HRA - 260 11th Ave, Manhattan",['Level 2 Charger'],16,260 11th Ave,New York,10001,Manhattan,No,No,40.75131,-74.005233,104.0,3.0,9902.0,1012389.0,1006980001.0,MN0401,urn:agentwin:city:ev-charging-station:b01b5154c27d74819b01d2aac220ad2b2b8a4d854c81f3c3ceb8b0bc03726fde,POINT (-74.005233 40.75131)
351,HRA,"HRA - 95 Evergreen Avenue, Brooklyn",['Level 3 Fast Charger'],2,95 Evergreen Avenue,Brooklyn,11206,Brooklyn,No,No,40.699927,-73.932531,304.0,34.0,425.0,3071940.0,3031560001.0,BK0401,urn:agentwin:city:ev-charging-station:24498caee6de7091b121d367a6bea547bfe1e9ddc74f6a41131bdb2190c1c9df,POINT (-73.932531 40.699927)
352,HRA,"HRA - 10300 Foster Avenue, Brooklyn",['EV Solar Arc Charger'],1,10300 Foster Avenue,Brooklyn,11236,Brooklyn,No,No,40.651177,-73.901274,318.0,42.0,1098.0,3229150.0,3081490300.0,BK0503,urn:agentwin:city:ev-charging-station:0b702c9f9dc7fff2b94cce66e9d8aa58b8a20e111f1c2c083ebc8d60185adf99,POINT (-73.901274 40.651177)
353,NYCHA,"NYCHA - 23 Ash St, Brooklyn",['Level 2 Charger'],6,23 Ash St,Greenpoint,11222,Brooklyn,No,No,40.738096,-73.954533,301.0,33.0,57901.0,3063679.0,3024770060.0,BK0101,urn:agentwin:city:ev-charging-station:3e7afb9d9ce81df149bac5e6f0330867354b369b5f69289b6b8c87fb0763c7f4,POINT (-73.954533 40.738096)
354,NYCHA,"NYCHA - 1260 Sutter Ave, Brooklyn",['EV Solar Arc Charger'],1,1260 Sutter Ave,Brooklyn,11208,Brooklyn,No,No,40.672807,-73.871627,305.0,42.0,1210.0,3337020.0,3042920061.0,BK0505,urn:agentwin:city:ev-charging-station:341b0cf828ff024db54e4a24dde9d32f2cfda19f1815439b236b30ebfcfd07c4,POINT (-73.871627 40.672807)
355,NYCHA,"NYCHA - 67 35th St, Brooklyn",['EV Solar Arc Charger'],1,67 35th St,Brooklyn,11232,Brooklyn,No,No,40.656695,-74.006815,307.0,38.0,1802.0,3336900.0,3006870001.0,BK0702,urn:agentwin:city:ev-charging-station:9843703e2fc7d06999e57d977d359da1523bfa96006c9d9f31fa614053fdbee3,POINT (-74.006815 40.656695)
356,NYCHA,"NYCHA - 1980 Lexington Ave, Manhattan",['Level 2 Charger'],1,1980 Lexington Ave,New York,10035,Manhattan,No,No,40.801789,-73.939319,111.0,9.0,196.0,1054377.0,1017690005.0,MN1102,urn:agentwin:city:ev-charging-station:b5bf90538c6c8d717851454c2782db3163d291e9f08d4bafbf6e5c93d208d719,POINT (-73.939319 40.801789)
